item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
Seculife Seculife GPS Tracker for Kids - SecuLife Real-Time Tracking Device with SOS Button & 2-Way Speakerphone - Safety Electronics for Kids, Special Needs, Autism (Kids GPS Tracker White S4)	SAFETY & INDEPENDENCE:In today's crazy world, Seculife is your eyes & ears when you can’t be with your child. SecuLife's SIMPLE TO USE GPS tracker provides an EASY way to monitor your kids' location anytime, anywhere. Our Kids SOS GPS Tracker was designed for all children but is especially useful with kids who have autism, down syndrome, or other special needs. They can contact you with the press of a button and let you know there is a problem fast. Our Plans start at only $17 a month! ACCURATE & RELIABLE GPS TRACKING: The tracker provides CONTINUOUS ALL-DAY MONITORING with a secured IoT 5G 4G LTE cellular network. Expanded GPS TRACKING capabilities work in the USA, Canada, and Mexico with free international roaming in over 200 countries. Know immediately if your child is lost and find them ASAP! Special details include unlimited REAL-TIME TRACKING, Customizable GEOFENCE SAFETY AREAS, Detailed Location History, & More. EASY-TO-SEE & USE SOS BUTTON: The Kids GPS Tracker also features easy-to-use TWO-WAY CALLING CAPABILITIES. When there is an emergency, push and hold the SOS BUTTON, which will immediately alert the pre-set contacts. Talk to your kid or LISTEN-IN REMOTELY. Includes VOICE ASSISTIVE SPEAKERPHONE and AUTO-ANSWER to help physically impaired children answer your call. RECEIVE IN APP ALERTS: It only takes 5 minutes to activate, install, and start tracking! The Seculife app will work on any smartphone, Apple IOS, Android, or Windows. With our intuitive software you can add contacts & SET PERMISSIONS, turn on & off features, and decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Then, easily use the Seculife app to MONITOR AND TRACK YOUR LOVED ONES from a phone, desktop, laptop, or tablet. SMALL & LIGHTWEIGHT: The DURABLE and SPLASH RESISTANT design enables your child to use the device without impeding their day-to-day activities. With a lanyard hole SecuLife is designed to be easily attached to clothing, hidden inside po	0926ZXAX5WB	A-SL-EV04KIDS-WHT	59	0	2022-09-26 09:42:22 PDT		y	3			11				B0BGJL588F						850021014940			0	DEFAULT	Migrated Template	Inactive
Seculife Elderly Cellular Medical Alert Device GPS Tracker| with Speakerphone| SOS Button Medical Alert Systems for Seniors| 4G LTE Cellular		1003AP5CZ36	A-SL-EV7ADLT-BLK-AT	99		2023-10-03 16:40:58 PDT		y	3			11				B0CKDJN36W						850047633460				AMAZON_NA	Migrated Template	Inactive
Seculife SecuLife Kids - Elderly SOS GPS Tracker, with SOS Button Speakerphone, Real-Time Tracking, Safety Device for Kids, Seniors, Adults, Easy to Use Mobile App		0918ALFQF4G	A-SL-EV7KIDS-BLK-AT	80	0	2023-09-18 12:36:14 PDT		y	3			11				B0CJ9ZBQ39						850047633453			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS Tracker for Cars Vehicles Motorcycles Vans Trucks ATV’s Bikes RVs & Assets Campers Trailers, Long Battery. Subscription Required, Unlimited Tracking USA	Easy activation: Activation required: Service plan is purchased with Seculife at activation. Plans as low as $7.50/mo with term prepayment and $10/month annual agreement. Seculife Devices are not compatible with other SIM card service providers. Activation details included in the box for a seamless setup of your Seculife monitoring experience. Seculife GPS devices only function within the contiguous United States. Canada, Mexico and other international / roaming service are available upon request.	0628ADEXVV8	A-SL-GL3+Case-AT3M	85		2023-06-28 13:28:44 PDT		y	3			11				B0C9P28HR7						850047633446				AMAZON_NA	Migrated Template	Inactive
SecuLife GPS OBD Vehicle and Personal Trackers for use with People, Property, Cars, Trucks, Vans, Boats, and More (Magnetic Case for GL Tracker)	The SecuLife GL310 GL300 GPS Tracking Magnetic Case shelters the GL300 / GL310 Real-Time GPS Tracker, ensuring that it stays safe even if you're driving through hazardous environments like floods or sandstorms. The case is also water-resistant to keep tracking during these types of weather events without being damaged by water exposure. The case is highly durable because it is made with PC and ABS plastic. It is extremely tough and durable, so do not worry that your tracker will be damaged if you run over a pothole. We are USA based company focused on personal Safety & GPS tracking innovation. Seculife software is developed & made by us. We are not just a white label resellers. We provide worldwide services to many top companies and individuals.	0726ZHZSL3S	A-SL-GL3-MCase	19.99	0	2022-07-26 11:48:04 PDT		y	3			11				B0B7KNSSKL						850021014834			0	DEFAULT	Migrated Template	Inactive
SecuLife GL320 GPS Tracker for Vehicles, $9 Monthly Assets Tracking - Worldwide GPS 4G LTE Real-Time – Car, Trucks, Motorcycle, RV, Trailers	AFFORDABLE PERSONAL TRACKER: It’s never lost if you have the Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - just activate the device, choose your plan, and start tracking. Perfect for fleet automobiles, personal vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE cellular network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, MONITOR SPEED, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: Your Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker Comes with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: GPS tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases. The tracker can also be attached directly to a vehicle.	1005ZHUJZXN	A-SL-GL3-TKR	69	0	2022-10-05 11:54:20 PDT		y	3			11				B0BHFBNM93						850021014964			0	DEFAULT	Migrated Template	Inactive
Seculife Magnetic Case for GPS Tracker - Weatherproof GPS Tracker Case - GPS Waterproof Case - GPS Magnetic Case for GL320 GL310 GL300 - Strong and Safe Magnets - Highly Durable	<p>Are you looking for a premium tracker magnetic case that withstands all harsh conditions? If so, you are in the perfect place. Seculife's magnetic box has commercial grade magnets, ensuring it stays safe even when driving through hazardous environments like sand storms or floods. We are a U.S.-based company that focuses on providing the best GPS tracking and Safety innovation. We offer worldwide services to individuals and many top companies.</p> <p><strong>Best Quality Standards</strong></p> <p>We kept the best quality standards in mind when designing the magnetic GPS tracker case. Our case is made of PC and ABS plastic, ensuring that the magnetic case is low temperature, heat, and impact resistant. Moreover, the seculife&rsquo;s magnetic case for GPS includes commercial-grade magnets that can attach to any metal surface. This makes the product well-suited for use on moving vehicles and bears harsh conditions.&nbsp;</p> <p><strong>Weatherproof and Waterproof</strong></p> <p>The Seculife's magnetic case is waterproof and weatherproof, which means it protects your assets from unprecedented harsh conditions. Whether it is unexpected weather or water damage, your valuables are always safe in the weatherproof GPS tracker case. In addition to rough weather, the magnetic GPS case protects your tracker from corrosion or moisture. This gives the magnetic case lasting durability and makes it suitable for long-term use.</p>	0808AHQNCRS	A-SL-GL310-MCase	19.95	0	2023-08-08 07:42:35 PDT		y	3			11				B09XJJWD91						850021014575			0	DEFAULT	Migrated Template	Inactive
Seculife GPS Tracker for Vehicles, Car, Bikes, Assets. Subscription Needed 3G 4G LTE GPS Tracking Device. Unlimited Distance, US & Worldwide. Small Portable Real Time Mini Magnetic	Keep track of your valuable possessions in real-time with the Seculife GPS Tracker. Designed for discreet, versatile use, this compact tracker comes with a magnetic waterproof case, making it perfect for monitoring cars, trucks, RVs, ATVs, motorcycles, trailers, equipment, and personal items. This powerful device features LTE 5G, 4G, 3G, and 2G connectivity, ensuring extensive Worldwide coverage with any network. Receive instant alerts via text, email, or app when the tracker moves out of preset GEO Fence zones, and enjoy easy activation with affordable plans. Seculife’s GL320 Tracker is simple to use, eco-conscious, and backed by dedicated customer support and a lifetime warranty for complete peace of mind.	1116BNS6QR9	A-SL-GL320+CASE	69	0	2024-11-15 16:19:06 PST		y	1			11				B0DN7YMB4Q						B0DN7YMB4Q			0	DEFAULT	Migrated Template	Inactive
GPS Tracking Solution GL300 Series Tracker | Real-Time GPS Tracking for Vehicles, Property, People, Teen Drivers, Kids, Seniors (GL Series Tracker)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0607ZL3WY4M	A-SL-GL320-Var	35	0	2022-06-07 11:00:12 PDT		y	3			11				B0B3FQ2XMW						850021014711			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS OBD Vehicle and Personal Trackers for use with People, Property, Cars, Trucks, Vans, Boats, and More (GL300 Series Tracker)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $10.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0726ZHZKIGN	A-SL-GL3TRKR-ATT	39	0	2022-07-26 11:48:04 PDT		y	3			11				B0B7KQ17P5						850021014827			0	DEFAULT	Migrated Template	Inactive
SecuLife® Personal Tracker GL501 Tracker Real-Time GPS Tracker for Vehicles, Kids, Teens, Seniors, Boats, Small Portable Tracking Device 1 Years Standby Battery Life	<p>The SecuLife Personal GPS Tracker was designed to meet the growing needs of individuals and families alike. <br> Our products help protect your loved ones and give caregivers peace of mind. <br> Our assistive technology allows you to be able to quickly find the location of your loved ones or belongings. <br> Stay connected to the people that matter the most and ensure their safety anytime, anywhere. <br> Do you need to be sure a child or an elderly parent arrived at their destination safely? <br> Do you want to be notified when a valued personal asset leaves a safe location? <br> With our personalized alerts, you can get the exact notifications you want, when you want them. <br> Using our 5G 4G LTE network, you can get up and running quickly with our intuitive tracking software featuring real time alerts based on the entry and exit zones you specify in the easy-to-use SecuLife app. <br> <br><b>SecuLife Personal GPS Tracking can protect your loved ones with these three, easy steps: </b><br><br> *1. Choose the best solution for your loved ones. We offer a variety of plans and tracking solutions. <br><br>*2. Install your SecuLife Personal GPS Tracking hardware. Place your tracking device on those you would like to track. <br><br>*3. Download the app and begin tracking! <br><br>Use the SecuLife app (for iPhone and Android) to view real-time tracking, set up boundaries, and run reports. <br> SecuLife GPS products and safety alert services are available nationwide. <br>Seculife is the only personal asset monitoring system specifically designed for personal use. <br>It tracks all your loved ones, cars, motorcycles, boats and other valuable property. <br>The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. <br>The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. </p>	0511Z81FX6X	A-SL-GL501TKR-Gen	39	0	2022-05-11 15:27:24 PDT		y	3			11				B0B14CQRWX						850021014643			0	DEFAULT	Migrated Template	Inactive
SecuLife® Personal Tracker GL50 Tracker Real-Time GPS Tracker for Vehicles, Kids, Teens,| Seniors, Boats, Small Portable Tracking Device 3 Years Standby Battery Life	<p>The SecuLife Personal GPS Tracker was designed to meet the growing needs of individuals and families alike. <br> Our products help protect your loved ones and give caregivers peace of mind. <br> Our assistive technology allows you to be able to quickly find the location of your loved ones or belongings. <br> Stay connected to the people that matter the most and ensure their safety anytime, anywhere. <br> Do you need to be sure a child or an elderly parent arrived at their destination safely? <br> Do you want to be notified when a valued personal asset leaves a safe location? <br> With our personalized alerts, you can get the exact notifications you want, when you want them. <br> Using our 5G 4G LTE network, you can get up and running quickly with our intuitive tracking software featuring real time alerts based on the entry and exit zones you specify in the easy-to-use SecuLife app. <br> <br><b>SecuLife Personal GPS Tracking can protect your loved ones with these three, easy steps: </b><br><br> *1. Choose the best solution for your loved ones. We offer a variety of plans and tracking solutions.<br><br> *2. Install your SecuLife Personal GPS Tracking hardware. Place your tracking device on those you would like to track. <br><br>*3. Download the app and begin tracking! <br><br>Use the SecuLife app (for iPhone and Android) to view real-time tracking, set up boundaries, and run reports. <br> SecuLife GPS products and safety alert services are available nationwide. <br>Seculife is the only personal asset monitoring system specifically designed for personal use. <br>It tracks all your loved ones, cars, motorcycles, boats and other valuable property. <br>The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. <br>The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. </p>	0511Z8132C9	A-SL-GL50TKR-Gen	39	0	2022-05-11 14:52:20 PDT		y	3			11				B0B145HZ82						850021014636			0	DEFAULT	Migrated Template	Inactive
SecuLife® Personal Tracker GL300 Series GL310/GL320 Real-Time GPS Tracking for Vehicles, Kids, Teens, Seniors, Boats - Easy to Use App - SOS Panic Button		1226Z6X3P4S	A-SL-GLTKR-GEN	99	0	2022-12-26 10:39:39 PST		y	3			11				B09YBBGMC7						850021014582			0	DEFAULT	Migrated Template	Inactive
Seculife Seculife Mini GPS Tracker for Vehicles Cars Trucks RVs USA Based Company. Real Time 5G 4G LTE Car GPS Tracking Device Long Lasting Battery. Worldwide Unlimited Distance. Subscription Needed	<b>Why SecuLife is a great choice?</b><br><br> Prevent theft, loss & know where your precious things are. Monthly fee is required (fee details can be found elsewhere on this listing). Our trackers are used by asset & business owners and many more. Lost, stolen or damaged device insurance included. Revolutionary 5G, 4G LTE, 3G & 2G combined, works everywhere with any network old or new for best coverage. The SecuLife device is small and light as you can find and therefore contains a small rechargeable battery that usually lasts 3-10 days in real-time tracking in battery save mode.<br><br> Track in real-time on your smartphone with our state-of-the-art smart phone App, with full reporting, alerts + screen navigation size & color customization + Real-time tracking on the map and panoramic Google map. <br><br> Use it as anti-theft and pinpoint recovery of anything lost. Alerts: speeding, start moving, enter/leave Geo-fence & low battery. Place in a car, backpack, luggage, shipment or under a car with the available strong magnetic case attachment. Unlimited distance real time infinite range tracking in USA. International SIM card is embedded inside the tracker, plans available for 200 countries. Easy setup works out-of-the-box. 2 tracking modes GPS for outdoors & indoors. <br><br> Just like a cellphone your tracker needs a paid data connection using the cellular network for unlimited distance tracking worldwide. Monthly subscription fee is required for the device's internet connectivity + the use of our vast USA Based servers platform, R&D and live nonstop system maintenance. <br><br> <b>For us, ‘Customer is King’, we will always go the extra mile. Compatible with Android, iPhone, Google maps, Alexa and Google Assistant.</b>	0403BCLNB4C	A-SL-JM-TRLL1AS	29	0	2024-04-03 16:47:40 PDT		y	3			11				B0CZSJBNL5						850047633958			0	DEFAULT	Migrated Template	Inactive
Seculife GPS Tracker for Kids Real-Time Tracking Device with SOS Button & 2-Way Speakerphone - Safety Electronics for Kids, Special Needs, Autism (Blue Smartwatch)	SecuLife smartwatch is equipped with Google Maps that offers parents with precise real-time tracking and historical route review. Parents can feel at ease with our GPS Location Tracking kid's watches, along with the ability to make SOS calls to family and caregivers listed in the app. Parents will receive alerts when these emergency calls are made with location updates, plus the ability to block unknown calls.	1006BHVINGJ	A-SL-KDBLU25	59.99	0	2024-10-06 09:09:35 PDT		y	3			11				B0DJL4ZZDQ						860012929207			0	DEFAULT	Migrated Template	Inactive
SecuLife SecuLife Vehicles Car Truck GPS Tracker - $9 Monthly 4G LTE GPS Real Time Location Tracker - OBD Automotive - Just Plug & Track	GPS tracking is a feature that most business drivers take for granted. It’s the ability to track the location of some or all of your fleet of vehicles at any given time and it’s a feature that some companies and individuals feel is necessary in today’s world. Take charge of your business’s most valued asset, its fleet of vehicles. OBD Vehicle Tracking enables you to monitor the location of your fleet at any given time, no matter where you are. With SecuLife OBD vehicle tracking device and mobile app software, you can: Track your vehicles location in real time Monitor speeds and driver behavior especially in teens and new drivers, rental car units, fleets, and loaner vehicles on apps like Turo Get alerts when a vehicle leaves its dedicated location set up by you in our mobile app Create geofencing perimeters to track when vehicles enter or leave a specified location With SecuLife’s OBD Vehicle Tracking, you have an easy-to-use GPS tracking solution that integrates with your car to provide tracking when there’s no signal. Whether it’s in a dead zone or just in a pocket, OBD Vehicle Tracking will pick up the signal when the car moves and use the OBD port to transmit current location coordinates to a customer account in real time. OBD Vehicle Tracking is a low cost and easy-to-use vehicle tracking system that helps you manage and find lost and stolen vehicles, and monitor fleet vehicles. We are USA based company focused on personal Safety & GPS tracking innovation. Seculife software is developed & made by us. We are not just a white label resellers. We provide worldwide services to many top companies and individuals.	0408ZMWM7NL	A-SL-OBD	30	0	2022-04-08 09:40:20 PDT		y	3			11				B09XJ9YNLV						850021014568			0	DEFAULT	Migrated Template	Inactive
SecuLife SecuLife OBD GPS Tracker for Vehicles - $6 Monthly 5G 4G LTE GPS Tracking Device - Real Time Location Tracker - OBD Automotive, Car, Truck Tracking Devices - Just Plug & Drive	???? ????????????: The small and compact gps tracker of Seculife is relatively easy to install. All you need to do is plug-in GPS into the OBD port under the steering column. You do not need any battery for installation as the OBD port powers it. ????-???? ????????: The OBD tracking devices provide a real-time tracking service and is ideal for small and medium-sized businesses with less than 20 vehicles to manage. You can track Fleet automobiles, personal vehicles, cars, trucks, teenage, elderly drivers, and rental car units. ???????? ??????????: Geofencing notifies you through the app whenever your vehicle enters or exits an assigned location. The location tracker lets you track your vehicle, fleets, and other OBD Port Capable transpiration methods. ??-??-?????? ??????: SecuLife’s OBD GPS tracking device provides up-to-minute alerts of any current location details. It also gives you the option to review your historical route data. ?????????? ????????: The SecuLife OBD GPS tracker device uses 4G/LTE/CAT M/NB IoT network technology, providing coverage throughout North America. Moreover, you can use the device in the USA, Canada, and Mexico. ??????? ???????: We are an eco-conscious company concerned about saving the trees, therefore the product user manuals will be emailed at the time of activation and are also available for download on the SecuLife site.	1111ZXO161T	A-SL-OBD-AT	39	0	2022-11-11 11:57:51 PST		y	1			11				B0BM569D9T						B0BM569D9T			0	DEFAULT	Migrated Template	Inactive
SecuLife OBD GPS Tracker for Vehicles - 5G 4G LTE GPS Tracking Device - OBD Automotive Location Tracking Device - 1 Year of Worldwide Tracking Service Included - Just Plug & Drive	??? ???????? ???????: The OBD tracking device provides 1 year of GPS tracking service and is ideal for small and medium-sized businesses with less than 20 vehicles to manage. You can track Fleet automobiles, personal vehicles, cars, trucks, teenage, elderly drivers, and rental car units. Track any car, truck, van, motorcycle or RV on the road to keep tabs while in use or in storage. ???? ????????????: The small and compact gps tracker is relatively easy to install. All you need to do is plug-in GPS into the OBD port under the steering column. Never worry about charging a battery, as the OBD port powers it automatically. ???????? ??????????: Geofencing notifies you through the app whenever your vehicle enters or exits an assigned location. Create geo-fence zones of any shape, not just simple circular zones. ??-??-?????? ??????: When your GPS tracker moves into an area of interest or gets away from the original location, You will be immediately notified via Text/SMS, email and in app notification. Receive engine on/off alerts, over speed alerts and more. Includes 1 year of historical reports. The SecuLife app is compatible with all Apple IOS, Windows, and Android smartphones. ????????? ????????: SeculIfe's location tracker uses 5G/4G/LTE/ CAT-M, NB IoT service. GPS Tracking works in over 200 countries, plus the USA, Canada and Mexico. ??????? ???????: We are an eco-conscious company concerned about saving the trees, therefore the product user manuals will be emailed at the time of activation and are also available for download on the SecuLife site. ?? ????? ???????: Seculife offers live customer support available 7 days a week to guide you in your activation process and answer any questions you may have. We provide a personal onboarding call and a lifetime device warranty.	1104ZFKSVGH	A-SL-OBD-T	150	0	2022-11-04 13:41:46 PDT		y	3			11				B0BLJ461ZX						850021014995			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS OBD Vehicle and Personal Trackers for use with People, Property, Cars, Trucks, Vans, Boats, and More (OBD Vehicle Tracker)	AFFORDABLE OBD VEHICLE TRACKER: Always know where your vehicles are with the Seculife OBD plug-in tracker. Our plans are AFFORDABLE starting at just $8.00 a month! Designed for small & medium sized businesses that have less than 20 vehicles to manage. It is the perfect device to track FLEET AUTOMOBILES, PERSONAL VEHICLES, CARS, TRUCKS, TEENAGE & ELDERLY DRIVERS, and RENTAL CAR UNITS. Ideal for car sharing marketplaces like Turo, Zipcar, Car2go, Get Around, etc. RELIABLE GPS TRACKING: OBD Vehicle Tracker uses a secured 5G / 4G / LTE / CAT M / NB IoT cellular network. The REAL-TIME GPS OBD Vehicle Tracker will pick up the signal when the car moves and use the OBD port to transmit current location coordinates to a customer account. Device works in the USA CANADA AND MEXICO. EASY INSTALLATION: It takes less than a minute to install, activate and start tracking! Our OBD plug-in GPS tracker easily snaps into the OBDII port. (typically found under the steering column in most vehicles) A smart tracking device with EASY PLUG & DRIVE INSTALLATION. No Battery needed, powered by the OBD port. SIMPLE-TO-USE APP: Our software is fully customizable, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). The app works on Apple IOS, Android, or Windows. Easily sync to the app to monitor and track up to 20 vehicles at once from a phone, desktop, laptop or tablet. Create GEOFENCING PERIMETERS to track in real time when vehicles enter or leave a location making it easy to FIND LOST & STOLEN VEHICLES. Receive an alert if the tracker has been TAMPERED with. CUSTOMER SERVICE & LIFETIME WARRANTY: Seculife OBD Vehicle GPS Tracker offers U.S. Based LIVE CUSTOMER SUPPORT AVAILABLE 7 DAYS A WEEK to guide you in your SecuLife activation process and answer any questions you may have. Includes a LIFETIME DEVICE WARRANTY.	0726ZHZ50H2	A-SL-OBDJM	39	0	2022-07-26 11:48:04 PDT		y	3			11				B0B7KLQL7Z						850021014841			0	DEFAULT	Migrated Template	Inactive
SecuLife GPS Tracking Solution-OBD Vehicle Tracker | Real-Time GPS Tracking for Vehicles, Teen Drivers, Seniors (OBD Vehicle Tracker)	AFFORDABLE TRACKERS: It’s never lost if you have a Seculife personal monitoring system. Designed for personal use, it tracks your LOVED ONES, CARS, MOTORCYCLES, BOATS, ATV, BICYCLES, LUGGAGE, BACKPACKS, SHIPMENTS and other valuable property. Our plans are AFFORDABLE starting at just $8.00 a month! SIMPLE TO USE - select your ideal tracker, activate the device, choose your plan, and start tracking. Perfect for vehicles, teen drivers, kids, employees, partners, seniors and more. RELIABLE GPS TRACKING: Seculife Personal GPS Tracker uses a secured IoT 5G 4G LTE network to provide REAL-TIME TRACKING. The system is designed with four components that function together to allow you to find or locate what you are looking for in seconds. Expanded tracking capabilities work in the USA, CANADA, AND MEXICO. With more than a 99.99% uptime, our cloud-based technology gives you the data you want, when you want it. EASY-TO-USE SOFTWARE & FEATURES: It only takes 5 minutes to activate, install, and start tracking! Our intuitive software is fully customizable, create GEOFENCING PERIMETERS, decide what ALERTS & NOTIFICATIONS you want and how to get them (Push, Email & SMS). Record LOCATION HISTORY for up to 1 year. The Seculife app will work on IOS, Android, or Windows. Easily sync to the app to monitor and track your loved ones and assets from a phone, desktop, laptop or tablet. EMERGENCY ALERT BUTTON: If you select the Seculife GL Series (GL300 | GL310 | GL320) GPS Tracker or the Adult SOS Wristband they come with a user-friendly SOS PANIC BUTTON for Personal SAFETY MANAGEMENT and Asset Monitoring Applications. The SecuLife Personal Asset Tracker can provide peace of mind knowing that you will be immediately notified in the event of an emergency. SMALL, DISCRETE & POWERFUL: The GL Series tracker is ONLY 1" (1 inch) THICK. The tracker is small enough to HIDE IN ALMOST ANYTHING, including glove boxes, bags, suitcases, and briefcases.	0607ZL871AB	A-SL-OBDJM-Var	39	0	2022-06-07 11:00:12 PDT		y	3			11				B0B3FRQBZC						850021014728			0	DEFAULT	Migrated Template	Inactive
